cod_marca;cod_modelo;nome_modelo;ultimo_ano
56;6245;ETIOS 1.3 Flex 16V 5p Mec.;2014
56;7559;ETIOS CROSS 1.5 Flex 16V 5p Aut.;2018
56;6651;ETIOS CROSS 1.5 Flex 16V 5p Mec.;2018
56;7711;ETIOS PLATINUM 1.5 Flex 16V 4p Aut.;2019
56;6872;ETIOS PLATINUM 1.5 Flex 16V 5p Mec.;2016
56;7712;ETIOS PLATINUM Sed. 1.5 Flex 16V 4p Aut.;2019
56;6873;ETIOS PLATINUM Sed. 1.5 Flex 16V 4p Mec.;2016
56;7747;ETIOS READY! 1.5 Flex 16V 5p Aut.;2018
56;7560;ETIOS X 1.3 Flex 16V 5p Aut.;2021
56;6246;ETIOS X 1.3 Flex 16V 5p Mec.;2021
56;8249;ETIOS X Plus 1.5 Flex 16V 5p Aut.;2021
56;8250;ETIOS X Plus 1.5 Flex 16V 5p Mec.;2021
56;8251;ETIOS X Plus Sedan 1.5 Flex 16V 4p Aut.;2021
56;8252;ETIOS X Plus Sedan 1.5 Flex 16V 4p Mec.;2021
56;7561;ETIOS X Sedan 1.5 Flex 16V 4p Aut.;2021
56;6247;ETIOS X Sedan 1.5 Flex 16V 4p Mec.;2021
56;6248;ETIOS XLS 1.5 Flex 16V 5p Mec.;2017
56;7562;ETIOS XLS 1.5 Flex 5p Aut.;2019
56;7563;ETIOS XLS Sedan 1.5 Flex 16V 4p Aut.;2019
56;6249;ETIOS XLS Sedan 1.5 Flex 16V 4p Mec.;2017
56;6250;ETIOS XS  1.3 Flex 16V 5p Mec.;2014
56;7564;ETIOS XS 1.5 Flex 16V 5p Aut.;2018
56;6598;ETIOS XS 1.5 Flex 16V 5p Mec.;2018
56;7565;ETIOS XS Sedan 1.5 Flex 16V 4p Aut.;2018
56;6251;ETIOS XS Sedan1.5 Flex 16V 4p Mec.;2018
56;2238;Hilux 4x2 2.4 Diesel;1996
56;2239;Hilux 4x2 2.8 Diesel;1999
56;2240;Hilux CD 4x2 2.4 Diesel;1998
56;6310;Hilux CD 4x4 2.7 16V Flex Mec.;2015
56;2242;Hilux CD D4-D 4x2 2.5 16V 102cv TB Dies.;2011
56;2243;Hilux CD D4-D 4x4 2.5 16V 102cv TB Dies.;2012
56;6076;Hilux CD D4-D 4x4 3.0 TDI Dies. Mec.;2015
56;2244;Hilux CD DLX 4x2 2.8 Diesel;1999
56;2245;Hilux CD DLX 4x4 2.8 Diesel;2001
56;2246;Hilux CD DX 4x2 2.7 16V 142cv;2003
56;2247;Hilux CD DX 4x2 3.0 8V 90cv Diesel;2005
56;2248;Hilux CD DX 4x4 3.0 8V 90cv Diesel;2005
56;9026;Hilux CD GR-S 4x4 4.0 V6 234cv Aut.;2020
56;7076;Hilux CD Limited 4x4 3.0 TDI Diesel Aut.;2015
56;5081;Hilux CD SR 4x2 2.7 16V/2.7 Flex Aut.;2021
56;4804;Hilux CD SR 4x2 2.7 16V/2.7 Flex Mec.;2020
56;2249;Hilux CD SR 4x4 3.0 8V 116cv TB Diesel;2004
56;2250;Hilux CD SR 4x4 3.0 8V 90cv Diesel;2005
56;8110;Hilux CD SR CHALL. 4x4 2.8 TDI Dies Aut.;2018
56;2251;Hilux CD SR D4-D 4x2 3.0 163cv TDI Dies.;2010
56;2252;Hilux CD SR D4-D 4x4 3.0  TDI Dies.;2015
56;6036;Hilux CD SR D4-D 4x4 3.0 TDI Dies Aut.;2015
56;2253;Hilux CD SR5 4x4 2.8 Diesel;2001
56;2254;Hilux CD SRV 4x2 2.7 16V 142cv;2003
56;7046;Hilux CD SRV 4x2 2.7 Flex 16V Aut.;2021
56;2255;Hilux CD SRV 4x2 3.0 8V 90cv Diesel;2005
56;5907;Hilux CD SRV 4x4 2.7 Flex 16V Aut.;2021
56;2256;Hilux CD SRV 4x4 3.0 8V 116cv TB Diesel;2005
56;2257;Hilux CD SRV D4-D 4x2 3.0 163cv TDI Dies;2011
56;2258;Hilux CD SRV D4-D 4x4 3.0  TDI Dies;2015
56;2259;Hilux CD SRV D4-D 4x4 3.0 TDI Diesel Aut;2015
56;2260;Hilux Chassi D4-D 4x4 2.5 102cv TB Dies.;2012
56;6037;Hilux Chassi D4-D 4x4 3.0 TDI Dies. Mec.;2015
56;2261;Hilux CS 4x4 2.4 Diesel;1995
56;2262;Hilux CS D4-D 4x2 2.5 16V 102cv TB Dies.;2011
56;2263;Hilux CS D4-D 4x4 2.5 16V 102cv TB Dies.;2012
56;6038;Hilux CS D4-D 4x4 3.0 TDI Dies. Mec.;2015
56;2264;Hilux CS DLX 4x2 2.8 Diesel;1999
56;2265;Hilux CS DLX 4x4 2.8 Diesel;1999
56;2266;Hilux CS DX 4x2 2.7 16V 142cv;2003
56;2267;Hilux CS DX 4x2 3.0 8V 90cv Diesel;2005
56;2268;Hilux CS DX 4x4 3.0 8V 90cv Diesel;2005
56;2269;Hilux CS SR5 4x4 2.8 Diesel;2001
56;2270;Hilux CS SRV 4x2 2.7 16V 142cv;2002
56;2271;Hilux SW4 2.7 16V;2000
56;2272;Hilux SW4 3.4 V6;2001
56;2273;Hilux SW4 4x4 2.4 8V;1996
56;2274;Hilux SW4 4x4 2.8 Diesel;1996
56;2275;Hilux SW4 4x4 3.0 12V V6;1996
56;2276;Hilux SW4 4x4 3.0 24V V6;2001
56;2277;Hilux SW4 4x4 3.0 8V TB Diesel;2002
56;4906;Hilux SW4 SR 4x2 2.7/ 2.7 Flex 16V Aut.;2021
56;4905;Hilux SW4 SR 4x2 2.7/2.7 Flex 16V Mec.;2018
56;6077;Hilux SW4 SR D4-D 4x4 3.0 TDI Dies. Aut;2015
56;8111;Hilux SW4 SRV 4x2 2.7 Flex 16V Aut.;2021
56;4907;Hilux SW4 SRV 4x4 4.0 V6 24V Aut.;2013
56;3830;Hilux SW4 SRV D4-D 4x4 3.0 TDI Dies. Aut;2015
56;3831;Hilux SW4 SRV D4-D 4x4 3.0 TDI Dies. Mec;2010
56;7492;Hilux SW4 SRX 4x4 4.0 V6 24V Aut.;2017
56;8299;Hilux SW4 SRX Diamo. 4x4 2.8 TB Die Aut.;2020
56;2278;Land Cruiser 4WD 4.5 24V;1995
56;2279;Land Cruiser Prado 3.0 4x4 TB Diesel Aut;2009
56;2280;Land Cruiser Prado 3.0 4x4 TB Diesel Mec;2007
56;2281;MR-2 Turbo 2.0;1994
56;2282;Paseo;1996
56;2283;Previa LE 2.4 16V;1995
56;2284;Previa LX 2.5;1992
56;10044;PRIUS 1.8 16V 5p Aut. (Híbrido);2021
56;6470;RAV4 2.0 4x2 16V Aut.;2018
56;2285;RAV4 2.0 4x4 16V Aut.;2015
56;2286;RAV4 2.0 4x4 16V Mec.;2002
56;7124;RAV4 2.0 HIGH 4x2 16V Aut.;2015
56;7215;RAV4 2.0 TOP 4x2 16V Aut.;2019
56;5431;RAV4 2.4 4x2 16V 170cv Aut.;2012
56;3977;RAV4 2.4 4x4 16V 170cv Aut.;2012
56;6471;RAV4 2.5 4x4 16V Aut.;2016
56;10056;RAV4 2.5 S 4x4  Aut. (Híbrido);2020
56;10057;RAV4 2.5 S Connect 4x4  Aut. (Híbrido);2020
56;10058;RAV4 2.5 SX 4x4  Aut. (Híbrido);2020
56;2287;Supra;2007
56;2288;T-100 3.4 V6;1995
56;9216;YARIS S 1.5 Flex 16V 5p Aut.;2021
56;8358;YARIS XL 1.3 Flex 16V 5p Aut.;2020
56;8359;YARIS XL 1.3 Flex 16V 5p Mec.;2020
56;8932;YARIS XL Live 1.3 Flex 16V 5p Aut.;2022
56;8933;YARIS XL Live 1.3 Flex 16V 5p Mec.;2021
56;8934;YARIS XL Live Sedan 1.5 Flex 16V 4p Aut.;2022
56;8935;YARIS XL Live Sedan 1.5 Flex 16V 4p Mec.;2021
56;8936;YARIS XL Plus Con. 1.5 Flex 16V 5p Aut.;2022
56;8937;YARIS XL Plus Con. Sed. 1.5 Flex 16V Aut;2022
56;8360;YARIS XL Plus T. Sed. 1.5 Flex 16V Aut.;2020
56;8361;YARIS XL Plus Tech 1.3 Flex 16V Aut.;2020
56;8363;YARIS XL Sedan 1.5 Flex 16V 4p Mec.;2020
56;8938;YARIS XLS Connect 1.5 Flex 16V 5p Aut.;2022
56;8939;YARIS XLS Connect Sed. 1.5 Flex 16V Aut.;2022
56;8940;YARIS XS Connect 1.5 Flex 16V 5p Aut.;2022
56;8941;YARIS XS Connect Sedan 1.5 Flex 16V Aut.;2022
56;8638;YARIS X-WAY 1.5 Flex 16V 5p Aut.;2020
56;8942;YARIS X-WAY Connect 1.5 Flex 16V 5p Aut.;2022
57;3978;PANTANAL 3.0 TDI Elet. 4x2 CS Diesel;2007
57;3979;PANTANAL 3.0 TDI Elet. 4x4 CS Diesel;2007
57;2289;RF Esport 4x4 2.0;1997
57;2290;RF Esport T-4 4x4 2.0 Cap. Lona;2001
57;2291;RF Esport T-4 4x4 2.0 Cap. Rígida;2001
57;2292;T-4 4x4 2.8 TB Int. Cap. Lona Diesel;2005
57;2293;T-4 4x4 2.8 TB Int. Cap. Rígida Diesel;2005
57;2294;T-4 4x4 3.0 TB Int. Cap. Lona Diesel;2011
57;2295;T-4 4x4 3.0 TB Int. Cap. Rígida Diesel;2012
57;6933;T-4 4x4 3.2 20V Tdi Cap. Rígida Diesel;2020
57;9065;T-4 4x4 3.2 Tdi Cap.Rígida Die. Aut.;2021
57;6194;T-4 4x4 3.2 TGV tdi Cap. Rígida Diesel;2014
57;7816;T-4 BOLD 4x4 3.2 Tdi Cap. Rígida Diesel;2017
57;9563;T-4 Connect 4x4 3.2 Tdi Cap.Rig. Diesel;2021
57;9344;T-4 Connect 4x4 3.2 Tdi Cap.Rig.Die.Aut.;2021
57;5652;T-4 DESERT STORM 4x4 3.0 TB Int Diesel;2012
57;8798;T-4 TRAIL 4x4 3.2 Tdi Cap. Ríg. Diesel;2019
57;9086;T-4 TX4 4x4 3.2 20V Cap. Rígido Diesel;2021
57;8970;T-4 TX4 4x4 3.2 20V Cap.Ríg Diesel Aut.;2021
57;9360;T-4 TX4 Connect 4x4 3.2 Cap.Ríg.Die.Aut.;2021
57;9361;T-4 TX4 Connect 4x4 3.2 Cap.Ríg.Die.Mec.;2021
58;2296;440 Turbo 1.8;1993
58;2297;460 GLT 2.0/ Turbo 1.8;1996
58;2298;850 GLE 2.5 20V;1997
58;2299;850 GLE SW 20V;1997
58;2300;850 GLT 2.5 20V;1997
58;2301;850 GLT SW 2.5 20V;1997
58;2302;850 R SW 2.3 Turbo;1997
58;2303;850 Sedan;1997
58;2304;850 T-5 SW 2.5 BI-Turbo/ 2.3 Turbo;1997
58;2305;850 TURBO 20V/ R Turbo 2.3;1997
58;2306;940 Turbo/ SW Turbo 3.0;1995
58;2307;960 Sedan;1997
58;4319;C30 2.0 145cv;2012
58;4320;C30 2.4 170cv Aut;2009
58;4321;C30 T-5 2.5 220/ 230cv Aut.;2011
58;4418;C30 T-5 2.5 230cv Mec.;2009
58;5475;C30 T-5 R-DESIGN 2.5 230cv Aut.;2012
58;2308;C70 Cabriolet;2011
58;2309;C70 Cupê;2002
58;2310;S40 1.8 Aut.;2000
58;2311;S40 1.8 Mec.;2000
58;2312;S40 2.0 Aut.;2003
58;2313;S40 2.0 Mec.;2001
58;2314;S40 2.0 T;2001
58;4127;S40 2.4 140cv Aut.;2010
58;2315;S40 2.4 170cv Aut.;2009
58;2316;S40 T 2.0  Turbo Aut.;2004
58;2317;S40 T-4;2003
58;2318;S40 T-4 ARM Aut.;2001
58;2319;S40 T-4 ARM Mec.;2001
58;2320;S40 T-5 2.5 220/230cv Aut.;2010
58;2321;S60 R 2.5 300cv Aut.;2007
58;2322;S60 R 2.5 300cv Mec.;2007
58;2323;S60 T 2.0 4p;2009
58;2324;S60 T 2.4/ 2.5;2007
58;5491;S60 T-4 1.6 180cv 4p;2013
58;7777;S60 T-4 KINETIC 2.0 190cv 4p;2018
58;7778;S60 T-4 MOMENTUM 2.0 190cv 4p;2021
58;5492;S60 T-5 2.0 240cv 4p;2013
58;2325;S60 T-5 2.3;2003
58;8875;S60 T-5 INSCRIPTION 2.0 254cv 4p;2021
58;7170;S60 T-5 KINETIC 2.0 245cv 4p;2016
58;7171;S60 T-5 MOMENTUM 2.0 245cv 4p;2016
58;6485;S60 T-5 R-DESIGN 2.0 240cv 4p;2015
58;5493;S60 T-6 3.0 304cv AWD 4p;2011
58;7362;S60 T-6 R-DESIGN 2.0 306cv FWD 4p;2018
58;5653;S60 T-6 R-DESIGN 3.0 AWD 4p;2015
58;9917;S60 T8 POLESTAR 2.0  (Híbrido);2022
58;9916;S60 T-8 R-DESIGN 2.0 407cv (Híbrido);2022
58;2326;S70 2.5;1999
58;2327;S70 2.5 Aut.;2000
58;2328;S70 R;1999
58;2329;S70 R Aut.;2000
58;2330;S70 T-5 2.3;1999
58;2331;S80 2.9;2004
58;2332;S80 2.9 ARM;2001
58;4248;S80 3.2 238cv Aut.;2009
58;4249;S80 4.4 V8 315cv AWD Aut.;2010
58;2333;S80 T6 2.8 BI-Turbo;2006
58;2334;S80 T6 2.8 BI-Turbo ARM;2001
58;2335;S80 T-6 Executive 2.8;2001
58;2336;S80 T-6 Executive ARM 2.8 24v;2001
58;9918;S90 T-8  INSCRIPT 2.0 AWD (Híbrido);2022
58;2337;V40 1.8 Aut.;2001
58;2338;V40 1.8 Mec.;2000
58;2339;V40 2.0;2001
58;2340;V40 2.0 Aut.;2003
58;2341;V40 2.0 Turbo;2004
58;7363;V40 T-3 KINETIC 1.5 Aut.;2016
58;2342;V40 T-4;2000
58;2344;V40 T-4 2.0 Aut./Mec.;2015
58;2343;V40 T-4 ARM Aut.;2001
58;7779;V40 T-4 Cross Country 2.0 FWD Aut.;2018
58;7713;V40 T-4 KINETIC 2.0 Aut.;2019
58;7364;V40 T-4 MOMENTUM 2.0 Aut.;2019
58;6759;V40 T-5 Cross Country 2.0 Awd Aut.;2016
58;6599;V40 T-5 R-DESIGN 2.0 Aut.;2019
58;4628;V50 2.4 20V 140cv Aut.;2009
58;2345;V50 2.4 20V 170cv Aut.;2009
58;2346;V50 T-5 2.5 220cv Aut.;2011
58;7852;V60 T-4 KINETIC 2.0 190cv 5p;2018
58;7780;V60 T-4 MOMENTUM 2.0 190cv 5p;2018
58;7233;V60 T-5 KINETIC 2.0 245cv 5p;2016
58;7234;V60 T-5 MOMENTUM 2.0  5p;2020
58;6216;V60 T-5 R-DESING 2.0 5p;2015
58;7437;V60 T-6 R-DESIGN 2.0 FWD 4p;2018
58;6217;V60 T-6 R-DESIGN 3.0 AWD 4p;2015
58;2347;V70 2.5;2000
58;2348;V70 Cross Country 2.4;2002
58;2349;V70 R 2.5 300cv AWD Aut.;2007
58;2350;V70 R 2.5 300cv AWD Mec.;2007
58;2351;V70 T 2.0 20v 180cv 4p Aut.;2007
58;2352;V70 T 2.4;2001
58;2353;V70 T 2.4/ 2.5 Premium;2007
58;2354;V70 T5 2.3;2003
58;2355;V70 XC/ XC 70;2010
58;8368;XC 40 T-4 2.0 190cv FWD;2020
58;9066;XC 40 T-4 INSCRIPTION 2.0 190cv FWD;2021
58;9067;XC 40 T-4 MOMENTUM 2.0 190cv FWD;2021
58;9928;XC 40 T-5 INSC. EXPRE. 1.5 FWD (Híbrido);2022
58;9929;XC 40 T-5 INSCRIPTION 1.5 FWD (Híbrido);2022
58;8253;XC 40 T-5 MOMENT FIRST ED. 2.0 252cv AWD;2018
58;9930;XC 40 T-5 MOMENTUM 1.5 FWD (Híbrido);2022
58;8254;XC 40 T-5 MOMENTUM 2.0 252cv AWD;2020
58;9931;XC 40 T-5 R-DESIGN 1.5 FWD (Híbrido);2022
58;8255;XC 40 T-5 R-DESIGN 2.0 252cv AWD;2020
58;8256;XC 40 T-5 R-DESIGN FIR. ED 2.0 252cv AWD;2018
58;8877;XC 40 T-5 R-DESIGN SPE. ED 2.0 252cv AWD;2020
58;5561;XC 60 2.0 T5  5p;2015
58;4816;XC 60 3.0 AWD 5p;2015
58;8507;XC 60 D-5 INSCRIPT 2.0 AWD Diesel 5p;2020
58;7714;XC 60 D-5 KINETIC 2.4 AWD Diesel 5p;2017
58;8485;XC 60 D-5 MOMENTUM 2.0 AWD Diesel 5p;2021
58;7715;XC 60 D-5 MOMENTUM 2.4  AWD Diesel  5p;2017
58;5459;XC 60 R-DESIGN 3.0 304cv AWD 5p;2015
58;7716;XC 60 T-5 INSCRIPTION 2.0 245 cv FWD 5p;2017
58;8066;XC 60 T-5 INSCRIPTION 2.0 AWD 5p;2019
58;7365;XC 60 T-5 KINETIC 2.0 245cv FWD 5p;2017
58;7366;XC 60 T-5 MOMENTUM 2.0 245cv FWD 5p;2017
58;8043;XC 60 T-5 MOMENTUM 2.0 254cv AWD 5p;2021
58;8044;XC 60 T-5 R-DESIGN 2.0 AWD 5p;2018
58;6131;XC 60 T-5 R-DESIGN 2.0 FWD 5p;2017
58;7319;XC 60 T-6  R-DESIGN 2.0 306cv FWD 5p;2016
58;7291;XC 60 T-6 INSCRIPTION 2.0 FWD 5p;2016
58;9935;XC 60 T-8 MOMENTUM 2.0 (Híbrido);2021
58;2356;XC 90 2.5T 210cv AWD 5p;2007
58;4450;XC 90 3.2 238cv AWD 5p;2013
58;2357;XC 90 4.4 V8 315cv AWD 5p;2011
58;7879;XC 90 D-5 INSCRIPTION 2.0 235cv Dies. 5p;2021
58;7853;XC 90 D-5 MOMENTUM 2.0 235cv Diesel 5p;2020
58;2358;XC 90 T6 2.9 BI-TB 272cv AWD 5p;2006
58;7292;XC 90 T-6 FIRST EDITION 2.0 320cv 5p;2016
58;7293;XC 90 T-6 INSCRIPTION 2.0 320CV 5p;2019
58;7294;XC 90 T-6 MOMENTUM 2.0 320cv 5P;2021
58;9942;XC 90 T-8 EXCELLENCE 2.0 (Híbrido);2020
58;9945;XC 90 T-8 MOMENTUM 2.0 (Híbrido);2021
59;5585;AMAROK CD2.0 16V/S CD2.0 16V TDI 4x2 Die;2013
59;5586;AMAROK CD2.0 16V/S CD2.0 16V TDI 4x4 Die;2018
59;8531;AMAROK Comfor. CD 2.0 TDI 4x4 Dies. Aut.;2022
59;5748;AMAROK CS2.0 16V/S2.0 16V TDI 4x2 Diesel;2014
59;5749;AMAROK CS2.0 16V/S2.0 16V TDI 4x4 Diesel;2020
59;7854;AMAROK Hig. Extreme CD 2.0 4x4 Dies. Aut;2018
59;7674;AMAROK Hig.ULTIMATE CD 2.0 4x4 Dies. Aut;2016
59;5940;AMAROK High.CD 2.0 16V TDI 4x4 Dies. Aut;2022
59;5261;AMAROK Highline CD 2.0 16V TDI 4x4 Dies.;2014
59;5476;AMAROK SE CD 2.0 16V TDI 4x4 Diesel;2020
59;7367;AMAROK T. Dark Label CD 2.0 4x4 Dies Aut;2016
59;5350;AMAROK Trendline CD 2.0 16V TDI 4x4 Dies;2017
59;6277;AMAROK Trendline CD 2.0 TDI 4X4 Dies Aut;2018
59;2359;Apolo GL 1.8;1992
59;2360;Apolo GLS/ Vip 1.8;1992
59;2362;Bora 2.0 8v Comfortline Aut.;2001
59;2363;Bora 2.0 8v Comfortline Mec.;2001
59;2361;Bora 2.0/ 2.0 Flex 8v Aut.;2011
59;2364;Bora 2.0/ 2.0 Flex 8v Mec.;2011
59;2365;Caravelle 2.4 Diesel;2000
59;2366;Corrado 2.0 Turbo;1992
59;2367;Corrado G-60 2.8;1992
59;7077;CROSSFOX  1.6 T. Flex 16V 5p;2018
59;7078;CROSSFOX  I MOTION 1.6 T. Flex 16V 5p;2018
59;2368;CROSSFOX 1.6 Mi Total Flex 8V 5p;2015
59;5983;CROSSFOX I MOTION 1.6 Mi T. Flex 8V 5p;2015
59;4857;EOS Cab. 2.0 Turbo FSI Tiptronic;2012
59;2369;Eurovan 2.4 Diesel;2000
59;5082;Fox 1.0 Mi Total Flex 8V 3p;2014
59;5083;Fox 1.0 Mi Total Flex 8V 5p;2014
59;5084;Fox 1.6 Mi I MOTION Total Flex 8V 5p;2014
59;5085;Fox 1.6 Mi Total Flex 8V 5p;2014
59;6548;Fox BLUEMOTION 1.0 Mi Total Flex 12V 3p;2014
59;6549;Fox BLUEMOTION 1.0 Mi Total Flex 12V 5p;2017
59;6039;Fox BlueMotion 1.6 Mi Total Flex 3p.;2013
59;6040;Fox BlueMotion 1.6 Mi Total Flex 5p.;2013
59;2370;Fox City 1.0 Mi/ 1.0Mi Total Flex 8V 5p;2010
59;2371;Fox City 1.0Mi/ 1.0Mi Total Flex 8V 3p;2010
59;7269;Fox Comfortline 1.0 Flex 12V 5p;2017
59;6934;Fox Comfortline 1.0 Flex 8V 5p;2015
59;6935;Fox Comfortline 1.6 Flex 8V 5p;2018
59;6936;Fox Comfortline I Motion 1.6 Flex 8V 5p;2018
59;8112;Fox Connect 1.6 Flex 8V 5p;2022
59;8133;Fox Connect I Motion 1.6 Flex 8V 5p;2019
59;4668;Fox extreme 1.6 Mi Total Flex 8V 5p;2010
59;6937;Fox Highline I MOTION 1.6 Flex 16V 5p;2018
59;6938;Fox Highline1.6 Flex 16V 5p;2018
59;7172;Fox PEPPER 1.6 Flex 16V 5p;2018
59;7173;Fox PEPPER I MOTION 1.6 Flex 16V 5p;2018
59;2372;Fox Plus 1.0Mi/ 1.0Mi Total Flex 8V 3p;2010
59;2373;Fox Plus 1.0Mi/ 1.0Mi Total Flex 8V 4p;2010
59;2374;Fox Plus 1.6Mi/ 1.6Mi Total Flex 8V 3p;2010
59;2375;Fox Plus 1.6Mi/ 1.6Mi Total Flex 8V 4p;2010
59;5087;Fox PRIME/Hghi. IMOTION 1.6 T.Flex 8V 5p;2014
59;5086;Fox PRIME/Higli. 1.6 Total Flex 8V 5p;2014
59;5599;Fox Rock in Rio 1.6 Mi Total Flex 8V 5p;2016
59;4349;Fox Route 1.0 Mi Total Flex 8V 3p;2010
59;4350;Fox Route 1.0 Mi Total Flex 8V 5p;2010
59;4351;Fox Route 1.6 Mi Total Flex 8V 3p;2010
59;4352;Fox Route 1.6 Mi Total Flex 8V 5p;2010
59;7637;Fox RUN 1.6 Flex 8V 5p;2017
59;6667;Fox SELEÇÃO 1.0 Total Flex 8V 5p;2014
59;6668;Fox SELEÇÃO 1.6 Total Flex 8V 5p;2014
59;6784;Fox SELEÇÃO IMOTION 1.6 Mi T. Flex 8V 5p;2014
59;2379;Fox Sportline/Sports 1.0 Tot.Flex 8V 4p;2007
59;2376;Fox Sportline/Sports 1.0/1.0 Tot.Flex 3p;2007
59;2377;Fox Sportline/Sports 1.6/1.6 Tot.Flex 3p;2007
59;2378;Fox Sportline/Sports 1.6/1.6 Tot.Flex 4p;2007
59;4928;Fox SUNRISE 1.0 Mi Total Flex 8V 5p;2010
59;7410;Fox TRACK 1.0 Flex 12V 5p;2018
59;7295;Fox Trendline 1.0 Flex 12V 5p;2018
59;6939;Fox Trendline 1.0 Flex 8V 5p;2015
59;6940;Fox Trendline 1.6 Flex 8V 5p;2018
59;8113;Fox Xtreme 1.6 Flex 8V 5p;2022
59;2380;Fusca;1996
59;7079;Fusca 2.0 R-Line TSI 16V Aut.;2016
59;6278;Fusca 2.0 TSI 16V Aut.;2016
59;6279;Fusca 2.0 TSI 16V Mec.;2014
59;6280;Gol (novo) 1.0 Mi Total Flex 8V 2p;2014
59;4689;Gol (novo) 1.0 Mi Total Flex 8V 4p;2015
59;6281;Gol (novo) 1.6 Mi Total Flex 8V 2p;2015
59;4691;Gol (novo) 1.6 Mi Total Flex 8V 4p;2015
59;4690;Gol (novo) 1.6 Power/Highi T.Flex 8v 4P;2017
59;2381;Gol 1.0 Mi FUN/ Highway/ Sport 16V  2/4p;2003
59;2382;Gol 1.0 Plus 16v 2p;2005
59;2383;Gol 1.0 Plus 16v 4p;2005
59;2384;Gol 1.0 Plus 8v 2p;2004
59;2385;Gol 1.0 Plus 8v 4p;2003
59;2386;Gol 1.0 Power 16v 76cv 4p;2003
59;5941;Gol 1.0 Total Flex 8V 5p (25 Anos);2013
59;2387;Gol 1.0 Trend/ Power 8V 2p;2003
59;2388;Gol 1.0 Trend/ Power 8V 4p;2003
59;5114;Gol 1.6 I MOTI.Power/Highli T.Flex 8V 4p;2017
59;6454;Gol 1.6 Mi I MOTION Total Flex 8V 3p;2014
59;2389;Gol 1.6 Mi Plus Total Flex 8V 2p;2003
59;2390;Gol 1.6 Mi Plus Total Flex 8V 4p;2004
59;2391;Gol 1.6 Mi Power Total Flex 8V 4p;2009
59;5404;Gol 1.6 Mi Rallye I MOTION T. Flex 8V 4p;2014
59;2392;Gol 1.6 Mi Rallye Total Flex 8V 4p;2014
59;2393;Gol 1.6 Mi/ 1.6i 2p;2003
59;2394;Gol 1.6 Mi/ Power 1.6 Mi 4p;2004
59;8463;Gol 1.6 MSI Flex 16V 5p Aut.;2022
59;8324;Gol 1.6 MSI Flex 8V 5p;2022
59;2395;Gol 1.8 Mi;2004
59;2396;Gol 1.8 Mi 4p;2004
59;2397;Gol 1.8 Mi Power Total Flex 8V 4p;2009
59;2398;Gol 1.8 Mi Rallye Total Flex 8V 4p;2005
59;2399;Gol 1000 (modelo antigo);1996
59;2400;Gol 1000 Mi 16V 2p Turbo;2002
59;2401;Gol 1000 Mi 16V 4p Turbo;2003
59;2402;Gol 1000 Mi 16V/ Ouro  2p;2002
59;2403;Gol 1000 Mi 16V/ Ouro 4p;2002
59;2404;Gol 1000 Mi 2p  / 1000i;2003
59;2405;Gol 1000 Mi 4p;2003
59;2406;Gol 1000 Mi Plus 16V 2p e 4p;1999
59;2407;Gol 1000 Mi Plus 8v 2p e 4p;1999
59;2408;Gol 1000i Plus 2p;1997
59;2409;Gol 2.0 Mi 2p;2002
59;2410;Gol 2.0 Mi 4p;2002
59;5750;Gol BLACK 1.0 Mi Total Flex 8V 4p;2013
59;2413;Gol City (Trend) 1.0 Mi Total Flex 8V 2p;2016
59;3832;Gol City (Trend) 1.6 Mi T. Flex 8V 2p;2009
59;2417;Gol City (Trend) 1.6 Mi T.Flex 8V 4p;2016
59;2414;Gol City (Trend)/Titan 1.0 T. Flex 8V 4p;2016
59;2411;Gol City 1.0 Mi 8V 2p;2005
59;2412;Gol City 1.0 Mi 8V 4p;2005
59;9098;Gol City 1.0 Total Flex 12V 2p;2017
59;8840;Gol City 1.0 Total Flex 12V 4P;2017
59;2415;Gol City 1.6 Mi 8V 2p;2003
59;2416;Gol City 1.6 Mi 8V 4p;2004
59;2418;Gol CL 1.6 Mi 2p e 4p;1999
59;2419;Gol CL 1.8 Mi 2p e 4p;1999
59;2420;Gol CLi / CL 1.8;1996
59;2421;Gol CLi / CL/ Copa/ Stones 1.6;1996
59;6791;Gol Comfort. I MOTION 1.6 T. Flex 8V 3p;2015
59;6792;Gol Comfort. I MOTION 1.6 T. Flex 8V 5p;2018
59;7521;Gol Comfortline 1.0 T. Flex 12V 5p;2017
59;6787;Gol Comfortline 1.0 T. Flex 8V 3p;2015
59;6788;Gol Comfortline 1.0 T. Flex 8V 5p;2016
59;6789;Gol Comfortline 1.6 T. Flex 8V 3p;2015
59;6790;Gol Comfortline 1.6 T. Flex 8V 5p;2018
59;3958;Gol COPA 1.0 Mi Total Flex 8V 4p;2006
59;3959;Gol COPA 1.6 Mi Total Flex 8V 4p;2006
59;5218;Gol ECOMOTION  1.0 Mi Total Flex 8V 4p;2014
59;5219;Gol ECOMOTION 1.0 Mi Total Flex 8V 2p;2014
59;2422;Gol Furgao 1.0 mi;1998
59;2423;Gol Furgão 1.6 Mi/ 1.6i/ 1.6;1998
59;2424;Gol GL 1.6 Mi/Star 1.6 e 1.8/Atlanta 1.6;1998
59;2425;Gol GL 1.8 Mi 2p e 4p;1999
59;2426;Gol GLi / GL/ Atlanta 1.8;1996
59;2427;Gol GLS 2.0 Mi;1999
