cod_marca;cod_modelo;nome_modelo;ultimo_ano
23;6265;AGILE LTZ EASYTRONIC 1.4 8V FlexPower 5p;2014
23;6638;AGILE LTZ EFFECT 1.4 8V FlexPower 5p Mec;2014
23;6639;AGILE LTZ EFFECT EASYTR.1.4 8V FlexP. 5p;2014
23;5722;AGILE LTZ WI-FI 1.4 8V FlexPower 5p;2012
23;931;Astra 2.0 8V/ CD 2.0 8V Hatchback 5p Aut;2004
23;932;Astra 2.0 8V/ CD 2.0 8V Hatchback 5p Mec;2004
23;933;Astra 2.0/ CD 2.0 8V 3p Aut.;2004
23;934;Astra 2.0/ CD/ GLS 2.0 MPFI 16V 3p;2002
23;935;Astra 2.0/ CD/ Sunny/ GLS 2.0 8V 3p;2004
23;936;Astra 500 Sedan 2.0 MPFI 16V 4p;2000
23;4137;Astra Advant. 2.0 MPFI 8V FlexP. 5p Aut.;2011
23;3968;Astra Advantage 2.0 MPFI 8V FlexPower 5p;2011
23;937;Astra Advantage 2.0 MPFI FlexPower 8V 3p;2007
23;938;Astra Comfort 2.0 MPFI FlexPower 8V 3p;2005
23;939;Astra Comfort 2.0 MPFI FlexPower 8V 5p;2007
23;940;Astra Eleg. 2.0 MPFI FlexPower 8V 5p Aut;2009
23;941;Astra Elegance 2.0 MPFI FlexPower 8V 3p;2006
23;942;Astra Elegance 2.0 MPFI FlexPower 8V 5p;2009
23;943;Astra Elite 2.0 MPFI Flex Pow. 8V 5p Aut;2007
23;944;Astra Elite 2.0 MPFI FlexPower 8V 5p Mec;2007
23;945;Astra GL 1.8 MPFI 3p;2001
23;946;Astra GL Milenium 1.8 MPFI 4p;2001
23;947;Astra GLS 2.0 MPFI;1996
23;948;Astra GLS 2.0 MPFI SW;1995
23;949;Astra GSi 2.0 16V 136cv Hatchback 5p;2005
23;963;Astra S.Sport 2.0 F.Pow. 5p/Sport 2.0 3p;2008
23;3969;Astra Sed. Advant. 2.0 8V MPFI FlexP. 4p;2011
23;4138;Astra Sed.Advan. 2.0 8V MPFI FlexP. Aut.;2011
23;950;Astra Sed.Comf. 2.0 MPFI FlexPower 8V 4p;2007
23;951;Astra Sed.Comf.2.0 MPFI MultiPower 8V 4p;2006
23;952;Astra Sed.Eleg. 2.0 MPFI FlexP.8V Aut.;2009
23;953;Astra Sed.Eleg.2.0 MPFI FlexPower 8V 4p;2009
23;954;Astra Sed.Eleg.2.0 MPFI MultiPower 8V 4p;2006
23;955;Astra Sed.Elite 2.0 MPFI FlexP.8V Aut.;2006
23;956;Astra Sed.Elite 2.0 MPFI FlexPower 8V 4p;2006
23;9753;Astra Sedan 1.8 MPFI 8V 4p;2004
23;958;Astra Sedan 2.0/ CD 2.0 MPFI 8V 4p Aut.;2004
23;959;Astra Sedan 2.0/CD/ Expres.GLS 2.0 8V 4p;2005
23;960;Astra Sedan 2.0/CD/ GLS/ Adv. 2.0 16V 4p;2002
23;961;Astra Sedan Comfort 1.8 MPFI 8V 4p;2005
23;9629;Astra Sedan GL 1.8 MPFI 4p;2004
23;964;Blazer Jimmy 4.3 V6;1995
23;965;Blazer S-10 4.3 V6;1995
23;966;Blazer SS-10 4.3 V6;1995
23;967;Bonanza S / Luxe 4.0 Diesel Turbo;1994
23;968;Bonanza S / Luxe 4.1;1994
23;969;Brasinca Blazer CD 4.0 Diesel;1995
23;970;Brasinca Blazer CD 4.1;1995
23;971;C-10 2.5/4.1;1989
23;972;C-10 CD 2.5/ 4.1;1989
23;973;C-10 De Luxe 2.5/4.1;1989
23;974;C-10 De Luxe CD 2.5/ 4.1;1989
23;975;C-20 Custom De Luxe 4.1;1996
23;976;C-20 Custom De Luxe CD 4.1;1996
23;977;C-20 Custom Std. 4.1;1996
23;978;C-20 Custom Std. CD 4.1;1996
23;979;Calibra 16V;1996
23;7790;CAMARO FIFTY 6.2 V8 16V 461cv;2017
23;980;Camaro RS 5.0 V8;1994
23;981;Camaro Sport 5.0 Conv.;1995
23;982;Camaro Z-28 Targa/Conv. 5.7;1995
23;983;Caprice 4.3 V8;1995
23;984;Caprice SW 4.3 V8;1995
23;985;Caprice Victoria;1995
23;5466;CAPTIVA SPORT AWD 3.0 V6 24V 268cv;2013
23;4734;CAPTIVA SPORT AWD 3.6 V6 24V 261cv 4x4;2010
23;4841;CAPTIVA SPORT FWD 2.4 16V 171/185cv;2017
23;5467;CAPTIVA SPORT FWD 3.0 V6 24V 268cv 4x2;2012
23;4735;CAPTIVA SPORT FWD 3.6 V6 24V 261cv 4x2;2010
23;986;Caravan Comodoro 4.1/2.5;1992
23;987;Caravan Diplomata 4.1/2.5;1992
23;988;Caravan L/SL/S/SS 2.5/4.1/4.2;1992
23;989;Cavalier 3.1 Conv.;1994
23;990;Cavalier L 2.0;1995
23;991;Celta 1.0/ Super 1.0 MPFI VHC 8v 5p;2005
23;992;Celta 1.0/Super/N.Piq.1.0 MPFi VHC 8V 3p;2005
23;993;Celta 1.4/ Super/ Energy 1.4 8V 85cv 3p;2007
23;994;Celta 1.4/ Super/ Energy 1.4 8V 85cv 5p;2007
23;6611;Celta ADVANTAGE 1.0 8v FlexPower 5p;2014
23;997;Celta Life 1.0 MPFI VHC 8V 3p;2006
23;998;Celta Life 1.0 MPFI VHC 8V 5p;2006
23;999;Celta Life 1.4 MPFI 8V 85cv 3p;2007
23;1000;Celta Life 1.4 MPFI 8V 85cv 5p;2007
23;995;Celta Life/ LS 1.0 MPFI 8V FlexPower 3p;2014
23;996;Celta Life/ LS 1.0 MPFI 8V FlexPower 5p;2014
23;1001;Celta Spirit 1.0 MPFI 8V FlexPower 3p;2011
23;1003;Celta Spirit 1.0 MPFI VHC 8V 3p;2005
23;1004;Celta Spirit 1.0 MPFI VHC 8V 5p;2005
23;1005;Celta Spirit 1.4 MPFI 8V 85cv 3p;2007
23;1006;Celta Spirit 1.4 MPFI 8V 85cv 5p;2007
23;1002;Celta Spirit/ LT 1.0 MPFI 8V FlexP. 5p;2016
23;1007;Celta Super 1.0 MPFI 8V FlexPower 3p;2009
23;1008;Celta Super 1.0 MPFI 8V FlexPower 5p;2009
23;1009;Chevette Junior 1.0;1993
23;1010;Chevette L / SL / SL/e / DL / SE 1.6;1993
23;1011;Chevy 500 DL / SL / SE/ Furgão 1.6;1995
23;1012;Cheynne 4.3 V6;1995
23;6747;Classic ADVANTAGE 1.0 VHC FlexPower 4p;2015
23;4924;Classic Life/LS 1.0 VHC FlexP. 4p;2016
23;9588;COBALT 1.8 8V Econo.Flex 4p Aut.;2020
23;6584;COBALT ADVANTAGE 1.4 MPFI 8V F.Power 4p;2014
23;6585;COBALT ADVANTAGE 1.8 8V Eco.Flex 4p Aut.;2014
23;7456;COBALT ELITE 1.8 8V Econo.Flex 4p Aut.;2019
23;7257;COBALT Graphite 1.8 8V Econo.Flex 4p Aut;2015
23;7258;COBALT Graphite 1.8 8V Econo.Flex 4p Mec;2015
23;5723;COBALT LS 1.4 8V FlexPower 4p;2015
23;5724;COBALT LT 1.4 8V FlexPower/EconoFlex 4p;2020
23;6172;COBALT LT 1.8 8V Econo.Flex 4p Aut.;2015
23;6173;COBALT LT 1.8 8V Econo.Flex 4p Mec.;2015
23;5725;COBALT LTZ 1.4 8V FlexPower/EconoFlex 4p;2020
23;6174;COBALT LTZ 1.8 8V Econo.Flex 4p Aut.;2020
23;6175;COBALT LTZ 1.8 8V Econo.Flex 4p Mec.;2020
23;1013;Corsa Furgão 1.6 MPFi Powertech 92cv;2002
23;1014;Corsa GL 1.6 MPFI / 1.4 EFI 2p e 4p;2000
23;1015;Corsa GLS 1.6 MPFI 5p;2001
23;1016;Corsa GSi 16V;1996
23;1017;Corsa Hat. Joy 1.0/ 1.0 FlexPower 8V 5p;2009
23;1018;Corsa Hat. Joy 1.8 MPFI 8V FlexPower 5p;2007
23;1019;Corsa Hat. Maxx 1.0/ 1.0 FlexPower 8V 5p;2009
23;4379;Corsa Hat. Maxx 1.4 8V ECONOFLEX 5p;2012
23;1020;Corsa Hat. Maxx 1.8 MPFI 8V FlexPower 5p;2009
23;1021;Corsa Hat. Prem. 1.0/1.0 FlexPower 8V 5p;2007
23;4380;Corsa Hat. Premium 1.4 8V ECONOFLEX 5p;2010
23;3818;Corsa Hat. SS 1.8 MPFI 8V FlexPower 5p;2009
23;1022;Corsa Hat.Premium 1.8 MPFI 8V F.Power 5p;2007
23;1023;Corsa Hatchback 1.0 MPFI 8V 71cv 5p;2004
23;1024;Corsa Hatchback 1.8 MPFI 8V 102cv 5p;2003
23;1025;Corsa Hatchback 1.8 MPFI FlexPower 8V 5p;2004
23;1026;Corsa Pick-Up GL/ Champ 1.6 MPFI / EFI;2001
23;1027;Corsa Pick-Up Sport 1.6 MPFI;2003
23;1028;Corsa Pick-Up STD/ Rodeio 1.6 MPFI;2003
23;1029;Corsa Sed Clas.Spirit 1.6MPFI VHC 8V Aut;2006
23;1030;Corsa Sed Clas.Super 1.6MPFI VHC 8V Aut;2005
23;1031;Corsa Sed Class.Life 1.0/1.0 FlexPower;2009
23;1033;Corsa Sed Class.Spirit 1.0/1.0 FlexPower;2009
23;1035;Corsa Sed Class.Super 1.0/1.0 FlexPower;2009
23;1032;Corsa Sed Classic Life 1.6 MPFI VHC 8V;2007
23;1034;Corsa Sed Classic Spirit 1.6 MPFI VHC 8V;2007
23;1036;Corsa Sed Classic Super 1.6 MPFI VHC 8V;2006
23;1037;Corsa Sed. Joy 1.0/ 1.0 FlexPower 8V 4p;2007
23;1038;Corsa Sed. Joy 1.8 MPFI 8V FlexPower;2007
23;1039;Corsa Sed. Maxx 1.0/ 1.0 FlexPower 8V 4p;2007
23;4381;Corsa Sed. Maxx 1.4 8V ECONOFLEX 4p;2011
23;1040;Corsa Sed. Maxx 1.8 MPFI 8V FlexPower;2007
23;4382;Corsa Sed. Premium 1.4 8V ECONOFLEX 4p;2012
23;1042;Corsa Sed. Premium 1.8 MPFI 8V FlexPower;2009
23;1041;Corsa Sed.Prem. 1.0/ 1.0 FlexPower 8V 4p;2007
23;1043;Corsa Sed.Wind 1.0/Millenium/Classic VHC;2005
23;1044;Corsa Sedan 1.0 MPFI 8V 71cv 4p;2004
23;1045;Corsa Sedan 1.8 MPFI 8V  102cv 4p;2003
23;1046;Corsa Sedan 1.8 MPFI FlexPower 8V 4p;2004
23;1047;Corsa Sedan GL 1.6  MPFI 4p;2001
23;1048;Corsa Sedan GLS 1.6 16V MPFI 4p;2001
23;1049;Corsa Sedan GLS 1.6 MPFI 4p;2001
23;1053;Corsa Sedan Sup./Classic 1.6 8v Aut/Mec;2004
23;1050;Corsa Sedan Super 1.0 MPFI 16V 4p;2002
23;1051;Corsa Sedan Super 1.0 MPFI 4p;1999
23;1052;Corsa Sedan Super Milenium 1.0 MPFI 16V;2002
23;1054;Corsa Super 1.0 MPFI / 2p e 4p;1999
23;1055;Corsa Super 1.0 MPFI 16V 3p;2000
23;1056;Corsa Super 1.0 MPFI 16V 5p;2002
23;1057;Corsa Super 1.6 MPFI 8v 5p;2002
23;1058;Corsa Wagon GL 1.6 MPFI 4p;1999
23;1059;Corsa Wagon GLS 1.6 16V MPFI 4p;2001
23;1060;Corsa Wagon GLS 1.6 8V 4p;2001
23;1061;Corsa Wagon Super 1.0 MPFI 16V;2002
23;1062;Corsa Wagon Super 1.6 MPFI 8v;2002
23;1063;Corsa Wind 1.0 MPF/MilleniumI/ EFI 4p;2002
23;1064;Corsa Wind 1.0 MPFI / EFI  2p;2002
23;1065;Corsa Wind 1.6 MPFi 2p;2002
23;1066;Corsa Wind 1.6 MPFi 4p;2002
23;1067;Corsa Wind Piquet/ Champ 1.0 MPFI 2p;1999
23;1068;Corvette 5.7/ 6.0, 6.2 Conv./Stingray;2015
23;1069;Corvette 5.7/ 6.0, 6.2 Targa/Stingray;2015
23;8573;CRUZE Black Bow Tie 1.4 TB Flex 4p Aut;2019
23;8574;CRUZE HB Black Bow Tie 1.4 TB Flex Aut.;2019
23;5975;CRUZE HB Sport LT 1.8 16V FlexP. 5p Aut;2016
23;5976;CRUZE HB Sport LT 1.8 16V FlexP. 5p Mec;2016
23;5977;CRUZE HB Sport LTZ 1.8 16V FlexP. 5p Aut;2016
23;5978;CRUZE HB Sport LTZ 1.8 16V FlexP. 5p Mec;2014
23;5635;CRUZE LT 1.8 16V FlexPower 4p Aut.;2016
23;5636;CRUZE LT 1.8 16V FlexPower 4p Mec.;2016
23;5637;CRUZE LTZ 1.8 16V FlexPower 4p Aut.;2016
23;1070;D-10 CD Diesel;1985
23;1071;D-10 Diesel;1985
23;1072;D-20 4.0 Champ/Conquest/El Caminho Dies.;1996
23;1073;D-20 CD Lx S4T/Tro.Plus/Lx 3.9/4.0 TDies;1996
23;1076;D-20 S / El Caminho 3.9/4.0 CD T.Dies;1996
23;1074;D-20 S / Luxe 3.9/4.0 Diesel;1996
23;1075;D-20 S / Luxe 3.9/4.0 T.Diesel;1996
23;1077;D-20 S 3.9/4.0 Turbo Diesel;1996
23;9081;EQUINOX LT 1.5 Turbo 172cv Aut.;2020
23;8150;EQUINOX LT 2.0 Turbo 262cv Aut.;2019
23;9082;EQUINOX Midnight 1.5 Turbo 172cv Aut.;2020
23;8080;EQUINOX Premier 2.0 Turbo AWD 262cv Aut.;2020
23;1078;Ipanema GL 1.8 MPFI / EFI /SL 4p;1998
23;1079;Ipanema GL/ Flair 2.0 MPFI / EFI 4p;1998
23;1080;Ipanema GLS/SLE 2.0EFI /SL/e1.8/Sol/Wave;1995
23;8821;JOY Hatch 1.0 8V Black Edition Flex Mec.;2021
23;8822;JOY Hatch 1.0 8V Flex 5p Mec.;2021
23;8887;JOY Plus 1.0 8V 4p Flex Mec.;2020
23;8888;JOY Plus Black Ed.1.0 8V 4p Flex Mec.;2021
23;1081;Kadett GL 2.0 MPFI / EFI;1998
23;1082;Kadett GL/SL/Lite/Turim 1.8;1998
23;1083;Kadett GLS 1.8 EFI / SL/e 1.8;1995
23;1084;Kadett GLS 2.0 MPFI;1998
23;1085;Kadett GSi / GS 2.0;1995
23;1086;Kadett GSi 2.0 Conversível;1995
23;1087;Kadett Sport 2.0 MPFI / EFI;1998
23;1088;Lumina;1996
23;5276;MALIBU LTZ 2.4 16V 171cv 4p;2013
23;1089;Marajo SL/SLe/Se;1989
23;1090;Meriva 1.8/ CD 1.8 MPFI 16V 122cv 5p;2004
23;1091;Meriva 1.8/ CD 1.8 MPFI 8V 102cv 5p;2004
23;1092;Meriva 1.8/ CD 1.8 MPFI FlexPower 8V;2004
23;6058;Meriva COLLECTION 1.4 8V ECONOFLEX 5p;2012
23;4767;Meriva Expres.EASYTRONIC 1.8 FlexPower;2012
23;4768;Meriva Joy 1.4 MPFI 8V ECONOFLEX 5p;2012
23;1093;Meriva Joy 1.8 MPFI 8V FlexPower;2008
23;4769;Meriva Maxx 1.4 MPFI 8V ECONOFLEX 5p;2012
23;1094;Meriva Maxx 1.8 MPFI 8V FlexPower;2008
23;4475;Meriva Prem.EASYTRONIC 1.8 FlexPower 5p;2012
23;1095;Meriva Premium 1.8 MPFI 8V FlexPower;2009
23;3819;Meriva SS 1.8 MPFI 8V FlexPower 5p;2009
23;4770;Meriva SS EASYTRONIC 1.8 FlexPower 5p;2011
23;1096;MONTANA  Sport 1.8 MPFI FlexPower 8V;2010
23;4383;MONTANA 1.4 8V Conquest ECONOFLEX  2p;2010
23;1097;MONTANA 1.8/ 1.8 Conquest FlexPower 8V;2007
23;5107;MONTANA ARENA 1.4 ECONOFLEX  8V 2p;2010
23;5030;MONTANA COMBO 1.4 8V ECONOFLEX;2010
23;5416;MONTANA LS 1.4 ECONOFLEX 8V 2p;2021
23;6204;MONTANA LS COMBO 1.4 8V ECONOFLEX 2p;2014
23;1098;MONTANA Off Road 1.8 MPFI FlexPower 8V;2006
23;5108;MONTANA Sport 1.4 ECONOFLEX 8V 2p;2020
23;1099;Monza 1.6i/1.8i (restante);1987
23;1100;Monza Class 1.8/ 2.0;1993
23;1101;Monza Classic SE 2.0 /MPFI e EFI 2p e 4p;1994
23;1102;Monza Classic/ SL/e/SR 1.8;1994
23;1103;Monza GL 1.8 EFI/ SL/ L/ 650/Barc. 2e4p;1996
23;1104;Monza GL 2.0 EFI/SL/L/650/Club/Barc.2e4p;1996
23;1105;Monza GLS/ Hi-Tech 2.0 EFI 2p e 4p;1997
23;1106;Monza SL/e SR 2.0;1993
23;1108;Omega CD 3.8 V6;2004
23;1109;Omega CD 4.1 / 3.0;1998
23;1107;Omega CD/ FITTIPALDI 3.6 V6 24V 4p;2012
23;1110;Omega Diamond;1994
23;1111;Omega GL 2.0/ 2.2;1995
23;1112;Omega GLS 2.2 / 2.0;1998
23;1113;Omega GLS 4.1;1997
23;6748;ONIX  Lollapalooza 1.0 F.Power 5p Mec.;2014
23;7689;ONIX HATCH ACTIV 1.4 8V Flex 5P Aut.;2019
23;7690;ONIX HATCH ACTIV 1.4 8V Flex 5p Mec.;2019
23;8239;ONIX HATCH ADVANTAGE 1.4 8V Flex 5p Aut.;2019
23;7120;ONIX HATCH EFFECT 1.4 8V F.Power 5p Mec.;2019
23;7691;ONIX HATCH Joy 1.0 8V Flex 5p Mec.;2019
23;6231;ONIX HATCH LS 1.0 8V FlexPower 5p Mec.;2016
23;6232;ONIX HATCH LT 1.0 8V FlexPower 5p Mec.;2019
23;6530;ONIX HATCH LT 1.4 8V FlexPower 5p Aut.;2019
23;6233;ONIX HATCH LT 1.4 8V FlexPower 5p Mec.;2019
23;6531;ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.;2019
23;6234;ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec.;2019
23;7259;ONIX HATCH SELEÇÃO 1.0 8V Flex 5p Mec.;2015
23;1114;Opala Comodoro/Comod. SLE  4.1/2.5;1992
23;1115;Opala Diplomata/Diplom. SLE 4.1/2.5;1992
23;1116;Opala L/SL/SS/ 2.5/4.1;1992
23;4188;PRISMA  Sed. Maxx/ LT 1.4 8V ECONOF. 4p;2012
23;6866;PRISMA Sed. ADVANT. 1.0 8V FlexPower 4p;2015
23;7373;PRISMA Sed. ADVANT. 1.4 8V F.Power Aut.;2019
23;4189;PRISMA Sed. Joy 1.4 8V ECONOFLEX 4p;2010
23;4849;PRISMA Sed. Joy/ LS 1.0 8V FlexPower 4p;2019
23;6349;PRISMA Sed. LT 1.0 8V FlexPower 4p;2017
23;6350;PRISMA Sed. LT 1.4 8V FlexPower 4p;2019
23;6532;PRISMA Sed. LT 1.4 8V FlexPower 4p Aut.;2019
23;6351;PRISMA Sed. LTZ 1.4 8V FlexPower 4p;2019
23;6533;PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.;2019
23;4850;PRISMA Sed. Maxx 1.0 8V FlexPower 4p;2010
23;1117;S10 Blazer  DTi 2.8 4x2 Turbo Diesel;2002
23;1118;S10 Blazer 2.4 MPFI 8V 128cv 4p;2004
23;1119;S10 Blazer 4.3 V6;2003
23;1120;S10 Blazer Advant. 2.4/2.4 MPFI F.Power;2011
23;1121;S10 Blazer Colina 2.4/2.4 MPFI F.Power;2009
23;1122;S10 Blazer Colina 2.8 TDI 4x4 Diesel;2010
23;1123;S10 Blazer DLX 2.2 MPFI / EFI;1999
23;1124;S10 Blazer DLX 2.4 MPFI 128cv 4p;2004
23;1125;S10 Blazer DLX 2.5 Diesel Turbo;2000
23;1126;S10 Blazer DLX 2.8 4x4 TB Interc. Diesel;2005
23;1127;S10 Blazer DLX 4.3 V6;2004
23;1128;S10 Blazer Executive 2.8 4x4 TDI Diesel;2010
23;1129;S10 Blazer Executive 4.3 V6;2004
23;1130;S10 Blazer Std. 2.2 MPFI / EFI;2000
23;1131;S10 Blazer Std. 2.5 Diesel Turbo;2000
23;1132;S10 Blazer Tornado 2.4 MPFI 8V 128cv;2007
23;8081;S10 P.Up 100YEARS 2.8 4x4 CD Dies. Aut.;2018
23;1133;S10 Pick-Up 2.4 MPFI 8v 128cv CD 4p;2004
23;1134;S10 Pick-Up 2.4 MPFI 8v 128cv/ Rodeio;2004
23;1135;S10 Pick-Up 2.5 4x2 CD TB Max HST Dies;2000
23;1136;S10 Pick-Up 2.5 4x4 CD TB Max HST Dies.;2000
23;1137;S10 Pick-Up 2.8 4x2 Turbo Interc. Dies.;2005
23;1138;S10 Pick-Up 4.3 V6;1996
23;1139;S10 Pick-Up Barretos 2.2 MPFI 2p;2000
23;1140;S10 Pick-Up Champ 4.3 V6;1998
23;1144;S10 Pick-Up DLX 2.4 MPFI 128cv CD 4p;2004
23;1145;S10 Pick-Up Exec. 2.8 4x2 CD TB Int.Dies;2012
23;1146;S10 Pick-Up Exec. 2.8 4x4 CD TB Int.Dies;2012
23;1147;S10 Pick-Up Executive CD 4.3;2002
23;1148;S10 Pick-Up Executive CD 4.3 4x4;2000
23;5885;S10 Pick-Up LS 2.4 F.Power 4x2 CD;2016
23;5886;S10 Pick-Up LS 2.4 F.Power 4x2 CS;2016
23;6099;S10 Pick-Up LS 2.8 TDI 4x2 CD Dies. Mec.;2013
23;6100;S10 Pick-Up LS 2.8 TDI 4x2 CS Dies. Mec.;2013
23;5888;S10 Pick-Up LT 2.4 F.Power 4x2 CD;2014
23;5889;S10 Pick-Up LT 2.4 F.Power 4x2 CS;2013
23;7032;S10 Pick-Up LT 2.5 Flex 4x2 CD;2017
23;7953;S10 Pick-Up LT 2.5 Flex 4x2 CD Aut.;2021
23;7033;S10 Pick-Up LT 2.5 Flex 4x4 CD;2017
23;7954;S10 Pick-Up LT 2.5 Flex 4x4 CD Aut.;2020
23;5890;S10 Pick-Up LT 2.8 TDI 4x2 CD Diesel;2017
23;5891;S10 Pick-Up LT 2.8 TDI 4x2 CD Diesel Aut;2017
23;5892;S10 Pick-Up LT 2.8 TDI 4x4 CD Diesel;2020
23;5894;S10 Pick-Up LTZ 2.4 F.Power 4x2 CD;2015
23;7034;S10 Pick-Up LTZ 2.5 Flex 4x2 CD;2017
23;7955;S10 Pick-Up LTZ 2.5 Flex 4x2 CD Aut.;2021
23;7035;S10 Pick-Up LTZ 2.5 Flex 4x4 CD;2017
23;6102;S10 Pick-Up LTZ 2.8 TDI 4x2 CD Dies. Mec;2014
23;5895;S10 Pick-Up LTZ 2.8 TDI 4x2 CD Dies.Aut;2017
23;1149;S10 Pick-Up Luxe 2.2 EFI CD;1999
23;1150;S10 Pick-Up Luxe 2.2 MPFI / EFI;2000
23;1151;S10 Pick-Up Luxe 2.2 MPFI/EFI CE;1999
23;1152;S10 Pick-Up Luxe 2.5 CE TB Diesel;1999
23;1153;S10 Pick-Up Luxe 2.5 Diesel Turbo;2000
23;1154;S10 Pick-Up Luxe 2.8 4x2 CD TB Int.Dies.;2004
23;1155;S10 Pick-Up Luxe 4.3 V6;2000
23;1156;S10 Pick-Up Luxe 4.3 V6 CD;2000
23;1157;S10 Pick-Up Luxe 4.3 V6 CE;2000
23;8280;S10 Pick-Up Midnight 2.8 4x4 CD Dies Aut;2019
23;5369;S10 Pick-Up RODEIO 2.4 MPFI F.Power CD;2012
23;5370;S10 Pick-Up RODEIO 2.8 TDI 4x2 CD Dies.;2011
23;5371;S10 Pick-Up RODEIO 2.8 TDI 4x4 CD Dies.;2011
23;1158;S10 Pick-Up Std 2.8 4x2 CD TB Int.Dies.;2005
23;1159;S10 Pick-Up Std 2.8 4x4 CD TB Int.Dies.;2005
23;1160;S10 Pick-Up Std. 2.2 MPFI / EFI;2000
23;1161;S10 Pick-Up Std. 2.2 MPFI CD;2000
23;1162;S10 Pick-Up Std. 2.5 Diesel Turbo;2000
23;1163;S10 Pick-Up Tornado 2.4 MPFI 128cv CD 4p;2007
23;1164;S10 P-Up 2.8/Sert. 2.8 4x4 TB Int. Dies.;2005
23;1165;S10 P-Up Advant. 2.4/2.4 MPFI F.Power CD;2016
23;4675;S10 P-Up Advantage 2.4 MPFI F.Power CS;2012
23;1142;S10 P-Up Colina 2.4 MPFI 128cv CD 4p;2006
23;1141;S10 P-Up Colina 2.4/2.4 MPFI F.Power CS;2008
23;1166;S10 P-Up Colina 2.8 TDI 4x2/4x4 CD Dies.;2012
23;1143;S10 P-Up Colina 2.8 TDI 4x2/4x4 CS Dies.;2012
23;4676;S10 P-Up Executive 2.4 MPFI F.Power CD;2012
23;7304;S10 P-Up Freeride 2.5 Flex 4x2 CD Mec.;2016
23;1167;S10 P-Up Luxe 2.5 4x2 CD TB Max HST Dies;2000
23;1168;S10 P-Up Luxe 2.5 4x4 CD TB Max HST Dies;2000
23;1169;S10 P-Up Lx/Sert/Rod 2.8 4x4 CD TDI Dies;2006
23;1170;S10 P-Up Tornado 2.8 TDI 4x2/4x4 CD Dies;2011
23;1171;Saturn SL;1995
23;1172;Sierra CE 5.7 V8;1995
23;1173;Sierra Sport 5.0 V8;1995
23;1174;Silverado;1998
23;1175;Silverado 4.1;1999
23;1176;Silverado 4.1 Diesel;1999
23;1177;Silverado 4.2 Turbo Diesel;2001
23;1178;Silverado Conquest 4.1 Diesel;2000
23;1179;Silverado Conquest 4.2 Diesel Turbo;2000
23;1180;Silverado D20/ Rodeio 4.2 TB Diesel;2002
23;1181;Silverado DLX 4.1;1999
23;1182;Silverado DLX 4.2 Conquest HD Diesel;2000
23;1183;Silverado DLX 4.2 Diesel;2000
23;1184;Silverado G. Blazer DLX/ Std 4.2 Dies.TB;2000
23;1185;Silverado Grand Blazer DLX 4.1 mpfi;1999
23;1186;Silverado Sport/ Fleet Side 5.7 CS;1995
23;1187;Silverado Sport/Fleet Side 6.5 Dies. CS;1995
23;1188;Silverado Trop. SL/ Van T.Diesel (todas);2001
23;1189;Silverado Tropical CD 4.1 Diesel;1999
23;1190;Silverado Tropical CD 4.1 MPFI;1999
23;1191;Silverado Tropical CD 4.2 Diesel;2001
23;6266;SONIC HB LT 1.6 16V FlexPower 5p Aut.;2014
23;6059;SONIC HB LT 1.6 16V FlexPower 5p Mec.;2014
23;6060;SONIC HB LTZ 1.6 16V FlexPower 5p Aut.;2014
23;6061;SONIC HB LTZ 1.6 16V FlexPower 5p Mec.;2013
23;6640;SONIC HB LTZ EFFECT 1.6 16V FlexP 5p Aut;2014
23;6267;SONIC Sed. LT 1.6 16V FlexPower 4p Aut.;2013
23;6062;SONIC Sed. LT 1.6 16V FlexPower 4p Mec.;2013
23;6063;SONIC Sed. LTZ 1.6 16V FlexPower 4p Aut.;2014
23;6064;SONIC Sed. LTZ 1.6 16V FlexPower 4p Mec.;2014
23;1192;Sonoma CE 4.3 V6;1995
23;1193;SpaceVan Furgão 2.1 Diesel;1998
23;1194;SpaceVan Furgão 2.2;1998
23;1195;SpaceVan Passageiro 2.1Diesel;1998
23;1196;SpaceVan Passageiro 2.2;1998
23;7099;SPIN ACTIV 1.8 8V Econo. Flex 5p Mec.;2016
23;6586;SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Aut.;2018
23;6587;SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Mec.;2015
23;6106;SPIN LTZ 1.8 8V Econo.Flex 5p Mec.;2019
23;1197;SS10 Pick-Up 4.3 V6;1996
23;1198;Suburban 5.7/6.5 V8/5.3 V8;2015
23;1199;Suprema CD 4.1 / 3.0;1996
23;1200;Suprema Diamond;1994
23;1201;Suprema GL 2.0;1995
23;1202;Suprema GLS 2.2 / 2.0;1996
23;1203;Suprema GLS 4.1;1996
23;1204;Syclone 5.7 V8;1992
23;1205;Tigra 1.6 16V;1999
23;1206;Tigra Power Tech Coupe 1.6 SFI;1999
23;9045;TRACKER 1.2 Turbo 12V Flex Aut.;2021
23;4240;TRACKER 2.0 16v 128cv MPFI 4x4 5p;2009
23;1207;TRACKER 2.0 TB Int. Diesel 4x4 4p;2004
23;6664;TRACKER Freeride 1.8 16V Flex 4x2 Mec.;2014
